Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Molecule_type,Length,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OP809582,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.","Translational Health Science and Technology Institute, Infection and Immunology",India,2022-11-16T00:00:00Z,THSTI-TRC-DENV2-11,Dengue virus,ssRNA(+),10593,India,India,,Homo sapiens,blood,2021
OP809583,"Agrawal,T., Saraswat,S., Shashi,P., Ananthraj,A., Kumar,S., Chandele,A., Lodha,R., Singh,B., Medigeshi,G.R.","Translational Health Science and Technology Institute, Infection and Immunology",India,2022-11-16T00:00:00Z,THSTI-TRC-DENV2-12,Dengue virus,ssRNA(+),10699,India,India,,Homo sapiens,blood,2019
MZ490487,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921207/19,Dengue virus,ssRNA(+),511,India,India,,Homo sapiens,blood,2019-11
MZ490488,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821036/18,Dengue virus,ssRNA(+),502,India,India,,Homo sapiens,blood,2018-10
MZ490489,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821090/18,Dengue virus,ssRNA(+),497,India,India,,Homo sapiens,blood,2018-10
MZ490490,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821103/18,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2018-10
MZ490491,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821013/18,Dengue virus,ssRNA(+),508,India,India,,Homo sapiens,blood,2018-10
MZ490492,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821014/18,Dengue virus,ssRNA(+),508,India,India,,Homo sapiens,blood,2018-10
MZ490493,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821025/18,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2018-10
MZ490494,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821032/18,Dengue virus,ssRNA(+),509,India,India,,Homo sapiens,blood,2018-10
MZ490495,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821038/18,Dengue virus,ssRNA(+),509,India,India,,Homo sapiens,blood,2018-10
MZ490496,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821046/18,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2018-10
MZ490497,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821047/18,Dengue virus,ssRNA(+),501,India,India,,Homo sapiens,blood,2018-10
MZ490498,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821049/18,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2018-10
MZ490499,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821056/18,Dengue virus,ssRNA(+),508,India,India,,Homo sapiens,blood,2018-10
MZ490500,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821068/18,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2018-10
MZ490501,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921005/19,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2019-11
MZ490502,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921006/19,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2019-11
MZ490503,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921016/19,Dengue virus,ssRNA(+),454,India,India,,Homo sapiens,blood,2019-11
MZ490504,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921019/19,Dengue virus,ssRNA(+),454,India,India,,Homo sapiens,blood,2019-11
MZ490505,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921022/19,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2019-11
MZ490506,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921044/19,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2019-11
MZ490507,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821074/18,Dengue virus,ssRNA(+),464,India,India,,Homo sapiens,blood,2018-10
MZ490508,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821079/18,Dengue virus,ssRNA(+),507,India,India,,Homo sapiens,blood,2018-10
MZ490509,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821081/18,Dengue virus,ssRNA(+),482,India,India,,Homo sapiens,blood,2018-10
MZ490510,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921120/19,Dengue virus,ssRNA(+),510,India,India,,Homo sapiens,blood,2019-11
MZ490511,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921257/19,Dengue virus,ssRNA(+),500,India,India,,Homo sapiens,blood,2019-11
MZ490512,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1921175/19,Dengue virus,ssRNA(+),500,India,India,,Homo sapiens,blood,2019-11
MZ490513,"Deval,H., Behera,S.P., Bhardwaj,P., Srivastava,N., Srivastava,R.K., Kavathekar,A.","ICMR-Regional Medical Research Centre, molecular biology",India,2022-11-09T00:00:00Z,GKP/DENV-2/1821101/18,Dengue virus,ssRNA(+),440,India,India,,Homo sapiens,blood,2018-10
OL960212,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Jambi_043/2016,Dengue virus,ssRNA(+),1485,Indonesia: Jambi,Indonesia,,Homo sapiens,blood,2016-09-16
OL960213,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Jambi_038/2016,Dengue virus,ssRNA(+),1485,Indonesia: Jambi,Indonesia,,Homo sapiens,blood,2016-08-24
OL960214,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Jambi_032/2016,Dengue virus,ssRNA(+),1485,Indonesia: Jambi,Indonesia,,Homo sapiens,blood,2016-08-11
OL960215,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Jambi_029/2016,Dengue virus,ssRNA(+),1485,Indonesia: Jambi,Indonesia,,Homo sapiens,blood,2016-08-08
OL960216,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Jambi_025/2016,Dengue virus,ssRNA(+),1485,Indonesia: Jambi,Indonesia,,Homo sapiens,blood,2016-12-22
OL960217,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Jambi_024/2016,Dengue virus,ssRNA(+),1485,Indonesia: Jambi,Indonesia,,Homo sapiens,blood,2016-07-22
OL960218,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Jambi_021/2016,Dengue virus,ssRNA(+),1485,Indonesia: Jambi,Indonesia,,Homo sapiens,blood,2016-06-30
OL960219,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Aceh_046/2015,Dengue virus,ssRNA(+),1485,Indonesia: Aceh,Indonesia,,Homo sapiens,blood,2015-06-16
OL960220,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Aceh_036/2015,Dengue virus,ssRNA(+),1456,Indonesia: Aceh,Indonesia,,Homo sapiens,blood,2015-08-19
OL960221,"Harapan,H., Michie,A., Ernst,T., Panta,K., Mudatsir,M., Yohan,B., Haryanto,S., McCarthy,S., Sasmono,R.T., Imrie,A.","Universitas Syiah Kuala, Medical Research Unit",Indonesia,2022-11-05T00:00:00Z,D2/IDN_Aceh_017/2015,Dengue virus,ssRNA(+),1485,Indonesia: Aceh,Indonesia,,Homo sapiens,blood,2015-09-14
MN628232,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0237,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628233,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_2724,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628234,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0254,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628235,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0423,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628236,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0388,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628237,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0181,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628238,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0425,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628239,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0449,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628240,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0404,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628241,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0468,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628242,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_2723,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628243,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_3023,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628244,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_3024,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628245,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_2498,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628246,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_2500,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628247,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0265,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628248,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0309,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
MN628249,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_1947,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628250,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_2108,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628251,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2010_2340,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2010
MN628252,"Baliere,C., Thiberge,J.-M., Vandenbogaert,M., Calvez,E., Somlor,S., Grandadam,M., Caro,V.","Institut Pasteur, Environnement et Risques Infectieux",France,2022-10-30T00:00:00Z,2012_0136,Dengue virus,ssRNA(+),1485,Laos,Laos,,Homo sapiens,,2012
OP678009,"Yang,F.","Shenzhen Center for Disease Control and Prevention, Institution of Pathogen Biology",China,2022-10-24T00:00:00Z,D2/19YS00077/Shenzhen/2019,Dengue virus,ssRNA(+),1485,China,China,,Homo sapiens,blood,2019-07-04
OP684143,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1003/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-12
OP684144,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1312/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-18
OP684145,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1358/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-20
OP684146,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1431/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-23
OP684147,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1450/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-19
OP684148,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1469/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-21
OP684149,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1535/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-26
OP684150,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1536/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-27
OP684151,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-1560/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-26
OP684152,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-17/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-07-02
OP684153,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-244/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-29
OP684154,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-263/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-28
OP684155,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-265/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-28
OP684156,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-30/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-22
OP684157,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-316/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-30
OP684158,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-333/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-29
OP684159,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-406-1/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-31
OP684160,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-414/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-30
OP684161,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-436/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-31
OP684162,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-439/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-31
OP684163,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-455/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-29
OP684164,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-456/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-29
OP684165,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-505/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-01
OP684166,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-510/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-02
OP684167,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-511/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-02
OP684168,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-545/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-03
OP684169,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-594/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-03
OP684170,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-666/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-05
OP684171,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-67/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-08-24
OP684172,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ17-699/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-06
OP684173,"Yu,H.","Hangzhou Center for Disease Control and Prevention, Microbiology Detection",China,2022-10-24T00:00:00Z,DENV-2/CN/HZ-715/2017,Dengue virus,ssRNA(+),10176,China,China,,Homo sapiens,blood,2017-09-05
